Date: 5/12/2015
From File
Magnet Field
C:\experiments\Alpha\Beamline\Scanfiles\Ichiro\2015_Alnico\XMCD_Co_Alnico_Lum.scn
Delay After Move (s): 0.50000000
Count Time (s): 2.00000000
Scan Number: 2
Stay at End: 1
Description Length: 0

Time of Day	Time (s)	Energy	Magnet Field	Z	Counter 0	Counter 1	Counter 2	Counter 3	Counter 6	Raw Magnet Voltage	Raw Magnet Current	Magnet Voltage	Magnet Current	Temperature A	Temperature B	Glowbar	Beam Current	Heater Power	Heater Range	Injection	Hall Probe 1	Hall Probe 2	Hall Probe 3	Hall Probe 4	AI 0	AI 1	Magnet Resistance	Gate	Energy	Aperture Position	Aperture Size	X	Y	Z	Theta	Magnet Field	Keithley Volt Source 22
03:19:46	1969.03100586	851.00177002	-0.50000000	55.60009384	334231.00000000	637783.00000000	0.00000000	34843.00000000	2000023.00000000	-5.73071861	-9.56462193	-5.74961519	-9.56234455	0.00000000	0.00000000	0.00000000	500.45504761	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.60128045	0.00000000	851.00445557	2.99994373	0.50011265	-0.50047618	-6.20968246	55.60009384	-231.95759583	-0.50000000	0.00000000
03:19:50	1972.97705078	851.23284912	0.50000000	55.60009384	334315.00000000	634850.00000000	0.00000000	32771.00000000	2000023.00000000	5.84520626	9.56846333	5.86232662	9.56602192	0.00000000	0.00000000	0.00000000	500.61373901	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.61283082	0.00000000	851.22875977	2.99994373	0.50011265	-0.50047618	-6.20968246	55.60009384	-231.95759583	0.50000000	0.00000000
03:19:54	1976.99694824	851.25201416	-0.50000000	55.60009384	334268.00000000	638788.00000000	0.00000000	33013.00000000	2000024.00000000	-5.72946739	-9.56443596	-5.73960495	-9.56316090	0.00000000	0.00000000	0.00000000	500.53573608	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.60017937	0.00000000	851.25201416	2.99994373	0.50011265	-0.50047618	-6.20968246	55.60009384	-231.95759583	-0.50000000	0.00000000
03:19:59	1981.31799316	851.49420166	0.50000000	55.60009384	334297.00000000	636222.00000000	0.00000000	31928.00000000	2000023.00000000	5.83998680	9.56698704	5.84456205	9.56670570	0.00000000	0.00000000	0.00000000	500.43197632	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.61092740	0.00000000	851.49420166	2.99994373	0.50011265	-0.50047618	-6.20968246	55.60009384	-231.95759583	0.50000000	0.00000000
03:20:02	1985.14501953	851.49829102	-0.50000000	55.60009384	334239.00000000	639671.00000000	0.00000000	32121.00000000	2000024.00000000	-5.73127222	-9.56461906	-5.74405432	-9.56266022	0.00000000	0.00000000	0.00000000	500.35491943	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.60067654	0.00000000	851.49829102	2.99994373	0.50011265	-0.50047618	-6.20968246	55.60009384	-231.95759583	-0.50000000	0.00000000
03:20:06	1989.10705566	851.75158691	0.50000000	55.60009384	334195.00000000	638597.00000000	0.00000000	32513.00000000	2000023.00000000	5.84601593	9.56799603	5.85458231	9.56728840	0.00000000	0.00000000	0.00000000	500.26184082	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.61193812	0.00000000	851.75018311	2.99994373	0.50011265	-0.50047618	-6.20968246	55.60009384	-231.95759583	0.50000000	0.00000000
03:20:10	1992.99597168	851.75018311	-0.50000000	55.60009384	334263.00000000	641242.00000000	0.00000000	32604.00000000	2000023.00000000	-5.72964287	-9.56538868	-5.73675299	-9.56478500	0.00000000	0.00000000	0.00000000	500.18096924	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.59977883	0.00000000	851.75158691	2.99994373	0.50011265	-0.50047618	-6.20968246	55.60009384	-231.95759583	-0.50000000	0.00000000
03:20:14	1996.93505859	851.99401855	0.50000000	55.60009384	334529.00000000	641947.00000000	0.00000000	33843.00000000	2000023.00000000	5.84567642	9.56787682	5.85728550	9.56668186	0.00000000	0.00000000	0.00000000	500.09744263	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.61225981	0.00000000	851.99401855	2.99994373	0.50011265	-0.50047618	-6.20968246	55.60009384	-231.95759583	0.50000000	0.00000000
03:20:18	2000.78698730	851.99816895	-0.50000000	55.60009384	334541.00000000	643751.00000000	0.00000000	33858.00000000	2000023.00000000	-5.73415995	-9.56435680	-5.74144936	-9.56373787	0.00000000	0.00000000	0.00000000	500.00988770	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.60033578	0.00000000	851.99816895	2.99994373	0.50011265	-0.50047618	-6.20968246	55.60009384	-231.95759583	-0.50000000	0.00000000
03:20:22	2004.81201172	852.09271240	0.50000000	55.60009384	335145.00000000	644779.00000000	0.00000000	33872.00000000	2000023.00000000	5.84444904	9.56877995	5.85128355	9.56799030	0.00000000	0.00000000	0.00000000	500.51095581	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.61154813	0.00000000	852.09271240	2.99994373	0.50011265	-0.50047618	-6.20968246	55.60009384	-231.95759583	0.50000000	0.00000000
03:20:26	2008.79895020	852.09545898	-0.50000000	55.60009384	335289.00000000	645872.00000000	0.00000000	34192.00000000	2000023.00000000	-5.73244619	-9.56525040	-5.74381542	-9.56377792	0.00000000	0.00000000	0.00000000	500.65780640	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.60058159	0.00000000	852.09545898	2.99994373	0.50011265	-0.50047618	-6.20968246	55.60009384	-231.95759583	-0.50000000	0.00000000
03:20:30	2012.73706055	852.20922852	0.50000000	55.60009384	335504.00000000	648465.00000000	0.00000000	34623.00000000	2000023.00000000	5.84503222	9.56775856	5.85495234	9.56738567	0.00000000	0.00000000	0.00000000	500.56607056	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.61197019	0.00000000	852.20922852	2.99994373	0.50011265	-0.50047618	-6.20968246	55.60009384	-231.95759583	0.50000000	0.00000000
03:20:34	2016.49499512	852.19824219	-0.50000000	55.60009384	335430.00000000	648736.00000000	0.00000000	35073.00000000	2000023.00000000	-5.73129654	-9.56436443	-5.75937986	-9.55937004	0.00000000	0.00000000	0.00000000	500.48806763	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.60249454	0.00000000	852.19689941	2.99994373	0.50011265	-0.50047618	-6.20968246	55.60009384	-231.95759583	-0.50000000	0.00000000
03:20:38	2020.52197266	852.31072998	0.50000000	55.60009384	335623.00000000	652776.00000000	0.00000000	34793.00000000	2000023.00000000	5.84879208	9.56843090	5.85883856	9.56745243	0.00000000	0.00000000	0.00000000	500.39746094	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.61237234	0.00000000	852.30792236	2.99994373	0.50011265	-0.50047618	-6.20968246	55.60009384	-231.95759583	0.50000000	0.00000000
03:20:42	2024.64196777	852.29974365	-0.50000000	55.60009384	335495.00000000	652173.00000000	0.00000000	36234.00000000	2000023.00000000	-5.72959614	-9.56495571	-5.73973036	-9.56389236	0.00000000	0.00000000	0.00000000	500.30838013	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.60014659	0.00000000	852.30249023	2.99994373	0.50011265	-0.50047618	-6.20968246	55.60009384	-231.95759583	-0.50000000	0.00000000
03:20:46	2028.55895996	852.41082764	0.50000000	55.60009384	335713.00000000	657383.00000000	0.00000000	34526.00000000	2000023.00000000	5.84384394	9.56784058	5.85806704	9.56573868	0.00000000	0.00000000	0.00000000	500.22485352	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.61240309	0.00000000	852.41082764	2.99994373	0.50011265	-0.50047618	-6.20968246	55.60009384	-231.95759583	0.50000000	0.00000000
